Date,Close,High,Low,Open,Volume
2024-07-29,1124.0,1139.9000244140625,1118.5999755859375,1124.0,11850624
2024-07-30,1161.8499755859375,1179.0,1118.5999755859375,1125.800048828125,28592304
2024-07-31,1156.6500244140625,1167.9000244140625,1145.300048828125,1164.0,10860623
2024-08-01,1144.4000244140625,1176.0,1136.5,1167.0,14375948
2024-08-02,1096.6500244140625,1120.0,1090.050048828125,1120.0,21967812
2024-08-05,1016.4500122070312,1065.0,1014.0499877929688,1059.949951171875,26651144
2024-08-06,1013.75,1060.6500244140625,1008.4000244140624,1030.0,16726393
2024-08-07,1025.300048828125,1040.199951171875,1015.0499877929688,1036.050048828125,9978703
2024-08-08,1041.75,1056.4000244140625,1027.0,1034.949951171875,19529790
2024-08-09,1068.0999755859375,1082.949951171875,1052.050048828125,1055.0,15443008
2024-08-12,1076.1500244140625,1079.9000244140625,1055.0,1065.0,11311050
2024-08-13,1053.449951171875,1075.5,1048.199951171875,1074.8499755859375,7508231
2024-08-14,1062.3499755859375,1067.050048828125,1047.0,1057.0,8211830
2024-08-16,1098.3499755859375,1099.949951171875,1070.0,1072.0,11435650
2024-08-19,1087.699951171875,1107.0,1085.0,1105.9000244140625,6911441
2024-08-20,1086.9000244140625,1098.050048828125,1082.050048828125,1097.0,5625723
2024-08-21,1085.199951171875,1095.300048828125,1083.300048828125,1089.0,4869876
2024-08-22,1068.449951171875,1094.75,1064.949951171875,1090.0,9377476
2024-08-23,1085.1500244140625,1092.5999755859375,1071.0,1073.0,10179655
2024-08-26,1092.4000244140625,1103.3499755859375,1082.8499755859375,1089.0,9415039
2024-08-27,1077.25,1096.6500244140625,1075.0,1093.050048828125,8813305
2024-08-28,1074.550048828125,1088.699951171875,1070.0999755859375,1082.949951171875,8145376
2024-08-29,1121.6500244140625,1142.0,1066.0,1079.050048828125,40658159
2024-08-30,1111.3499755859375,1115.0,1097.449951171875,1113.949951171875,17647545
2024-09-02,1092.6500244140625,1105.0,1087.3499755859375,1105.0,8116675
2024-09-03,1085.0999755859375,1100.0,1082.199951171875,1097.5999755859375,5088731
2024-09-04,1080.449951171875,1085.0,1072.0999755859375,1079.0,4665908
2024-09-05,1069.1500244140625,1085.8499755859375,1066.949951171875,1081.0,7900593
2024-09-06,1049.3499755859375,1072.949951171875,1040.5,1068.800048828125,8717377
2024-09-09,1038.699951171875,1049.949951171875,1026.25,1049.3499755859375,7206054
2024-09-10,1035.800048828125,1049.0,1032.199951171875,1049.0,6919238
2024-09-11,976.2999877929688,1011.5499877929688,971.25,1000.0,36140411
2024-09-12,986.1500244140624,988.0,958.0,976.2999877929688,25675836
2024-09-13,992.0999755859376,1006.0,988.0,994.9000244140624,13203676
2024-09-16,988.4000244140624,999.9000244140624,984.5,997.0,5836274
2024-09-17,974.9500122070312,995.0,960.0,995.0,44516613
2024-09-18,962.0499877929688,983.7000122070312,957.1500244140624,978.2000122070312,12044431
2024-09-19,967.0,978.9500122070312,956.3499755859376,970.4000244140624,13466770
2024-09-20,970.8499755859376,977.5,949.2000122070312,967.0,16764981
2024-09-23,971.7999877929688,979.2000122070312,966.0499877929688,973.5,10254297
2024-09-24,977.2999877929688,985.0,972.5999755859376,974.0,12755422
2024-09-25,963.5999755859376,982.5,959.25,982.4000244140624,12959075
2024-09-26,993.1500244140624,994.9500122070312,965.5999755859376,970.7999877929688,21640021
2024-09-27,993.0,1000.4000244140624,989.1500244140624,996.0,10360030
2024-09-30,974.6500244140624,996.9500122070312,971.7999877929688,993.0,12225895
2024-10-01,965.2000122070312,984.5,958.9000244140624,976.9000244140624,10085203
2024-10-03,925.7000122070312,950.1500244140624,925.0,939.0,24418517
2024-10-04,930.75,949.2000122070312,920.0,930.0,19187758
2024-10-07,927.8499755859376,944.4500122070312,915.0,942.0,11772546
2024-10-08,919.7999877929688,924.7999877929688,893.8499755859375,916.0,21177886
2024-10-09,939.1500244140624,948.4500122070312,925.5,926.7999877929688,11557737
2024-10-10,928.5,943.5999755859376,912.3499755859376,933.75,13249851
2024-10-11,930.7000122070312,937.0,928.5,932.0,4459529
2024-10-14,928.25,940.0,925.3499755859376,930.0,5740649
2024-10-15,917.2999877929688,935.3499755859376,913.0,932.9500122070312,9058919
2024-10-16,907.4500122070312,923.0,900.0,917.0499877929688,10298258
2024-10-17,891.5999755859375,914.9500122070312,890.0499877929688,914.9500122070312,13864583
2024-10-18,910.1500244140624,917.7000122070312,886.7999877929688,894.2999877929688,11527914
2024-10-21,903.2999877929688,917.6500244140624,898.0999755859375,912.0499877929688,7390557
2024-10-22,879.5,906.0999755859376,875.25,905.0,13617490
2024-10-23,877.6500244140625,885.5999755859375,863.2999877929688,879.0,10553771
2024-10-24,880.0,890.0,875.25,875.25,7233484
2024-10-25,864.2999877929688,885.75,857.2999877929688,883.9000244140625,10873022
2024-10-28,878.4500122070312,886.75,860.2000122070312,867.8499755859375,7106045
2024-10-29,842.75,882.5,825.7000122070312,880.25,26818871
2024-10-30,840.2000122070312,853.5999755859375,838.0499877929688,846.0,12933218
2024-10-31,834.0499877929688,843.8499755859375,831.8499755859375,843.8499755859375,11904413
2024-11-01,843.4500122070312,847.9500122070312,840.0,847.9500122070312,2900548
2024-11-04,824.0999755859375,844.4500122070312,814.5,840.0,15514419
2024-11-05,835.6500244140625,843.5999755859375,820.4000244140625,821.5,10215249
2024-11-06,839.7000122070312,843.9000244140625,826.0,843.9000244140625,10579596
2024-11-07,819.75,842.75,817.2999877929688,841.0,13237161
2024-11-08,805.4500122070312,822.0,801.0999755859375,821.9500122070312,16072692
2024-11-11,804.7000122070312,831.4500122070312,792.0,801.0,27587619
2024-11-12,784.8499755859375,813.0999755859375,783.0499877929688,806.0,16526921
2024-11-13,786.25,792.6500244140625,775.5499877929688,787.0,14674022
2024-11-14,774.2999877929688,792.0,772.0,786.5999755859375,11740909
2024-11-18,771.9000244140625,781.75,759.2000122070312,778.0,17053446
2024-11-19,783.2000122070312,799.9000244140625,771.9000244140625,771.9000244140625,14012014
2024-11-21,773.8499755859375,785.9500122070312,766.25,784.9500122070312,14194678
2024-11-22,791.0,794.0,775.0,775.0,14535112
2024-11-25,796.5999755859375,810.2000122070312,793.6500244140625,808.0499877929688,15194167
2024-11-26,783.0,801.7999877929688,780.1500244140625,797.1500244140625,10310838
2024-11-27,783.9500122070312,791.9000244140625,779.0999755859375,785.0499877929688,10014685
2024-11-28,779.4500122070312,792.5499877929688,778.0,783.0,10939142
2024-11-29,786.4500122070312,789.4000244140625,777.0499877929688,779.5,10358590
2024-12-02,790.0499877929688,796.75,785.0,787.2999877929688,8425826
2024-12-03,801.25,806.0,790.0,795.0,9874135
2024-12-04,788.0999755859375,806.0,784.0499877929688,805.0,12392259
2024-12-05,792.5499877929688,797.5,781.0,793.0,12169428
2024-12-06,816.7999877929688,818.8499755859375,785.2999877929688,793.0,19716910
2024-12-09,798.75,820.3499755859375,797.0,816.7999877929688,15573233
2024-12-10,799.9000244140625,810.4500122070312,797.4500122070312,804.7999877929688,13113082
2024-12-11,799.0999755859375,806.9500122070312,798.2000122070312,802.9000244140625,7763357
2024-12-12,786.3499755859375,802.0,785.5,799.2000122070312,10602758
2024-12-13,790.2999877929688,792.5,775.0,789.0,14101869
2024-12-16,784.7999877929688,793.9500122070312,783.0,791.4000244140625,10015361
2024-12-17,779.75,796.3499755859375,778.0,785.5,10270253
2024-12-18,755.7000122070312,774.25,754.0,774.0,19085263
2024-12-19,744.0499877929688,755.7999877929688,741.4000244140625,744.4500122070312,17119599
2024-12-20,724.0499877929688,749.5499877929688,721.5,744.2999877929688,17962656
2024-12-23,722.2000122070312,734.4000244140625,717.7000122070312,733.7000122070312,9653868
2024-12-24,736.0999755859375,745.2999877929688,722.5,723.5,12553555
2024-12-26,740.7999877929688,747.7999877929688,735.5499877929688,736.0999755859375,9343210
2024-12-27,750.5,766.8499755859375,745.7000122070312,749.0,15835079
2024-12-30,733.6500244140625,754.9000244140625,730.7000122070312,753.9000244140625,17441198
2024-12-31,740.1500244140625,743.4000244140625,732.75,733.6500244140625,7092699
2025-01-01,749.25,751.0999755859375,736.0,740.4500122070312,7792251
2025-01-02,765.0499877929688,767.3499755859375,749.3499755859375,759.2999877929688,15294572
2025-01-03,790.4000244140625,800.5999755859375,761.4500122070312,768.0,24773025
2025-01-06,776.25,797.7000122070312,765.2999877929688,797.7000122070312,16948151
2025-01-07,793.25,796.9500122070312,772.5,776.0,15547971
2025-01-08,794.9500122070312,797.0,781.6500244140625,792.5999755859375,11861066
2025-01-09,780.0999755859375,810.0,769.4500122070312,800.0,17948464
2025-01-10,774.6500244140625,787.9500122070312,766.7999877929688,780.0499877929688,11144005
2025-01-13,751.0,773.5499877929688,748.7999877929688,769.0,12230175
2025-01-14,770.5,779.0,751.5,751.5,11377053
2025-01-15,763.5999755859375,785.0,756.0499877929688,771.0,10500910
2025-01-16,774.3499755859375,781.0,767.3499755859375,769.9000244140625,8680163
2025-01-17,779.75,785.5,772.25,773.9000244140625,7007239
2025-01-20,774.3499755859375,783.0,767.0,780.0,9956101
2025-01-21,760.75,786.6500244140625,758.4000244140625,775.0,11657178
2025-01-22,742.75,765.4500122070312,731.0,764.1500244140625,12418474
2025-01-23,752.5,759.7000122070312,739.7999877929688,742.75,7916689
2025-01-24,734.0999755859375,754.1500244140625,732.2000122070312,750.0499877929688,9513166
2025-01-27,713.0499877929688,732.9500122070312,709.2999877929688,732.9500122070312,14123990
2025-01-28,728.25,740.8499755859375,707.5,716.5,16104653
2025-01-29,752.5,755.0,726.5499877929688,731.5,12461404
2025-01-30,696.8499755859375,710.7000122070312,683.2000122070312,709.0,59390998
2025-01-31,716.0999755859375,717.0,696.4500122070312,706.0,19157717
2025-02-01,706.5499877929688,724.75,700.9000244140625,719.5,14087493
2025-02-03,687.4500122070312,700.0,686.0,700.0,17806760
2025-02-04,710.5499877929688,713.3499755859375,693.75,696.2999877929688,16792005
2025-02-05,717.0499877929688,725.4500122070312,710.7000122070312,711.0,12907325
2025-02-06,709.6500244140625,723.4000244140625,708.1500244140625,723.0,10016927
2025-02-07,706.75,715.9500122070312,703.0999755859375,711.0,12259132
2025-02-10,696.0,709.9000244140625,693.0499877929688,709.75,10981963
2025-02-11,677.75,697.0,675.0999755859375,696.0,11939990
2025-02-12,684.3499755859375,687.5499877929688,667.0499877929688,680.0,12312424
2025-02-13,683.8499755859375,693.1500244140625,679.3499755859375,684.3499755859375,8490769
2025-02-14,680.6500244140625,690.9500122070312,669.1500244140625,685.9500122070312,9968127
2025-02-17,686.5999755859375,690.7000122070312,667.0499877929688,678.0,10313575
2025-02-18,682.4000244140625,687.9500122070312,672.1500244140625,686.5999755859375,7810143
2025-02-19,681.0,690.9500122070312,675.0499877929688,681.75,9986815
2025-02-20,689.7999877929688,692.8499755859375,675.0,680.0,8673335
2025-02-21,673.2000122070312,690.0,671.0999755859375,686.0,14577524
2025-02-24,668.25,676.5999755859375,666.0,670.0,8861769
2025-02-25,661.5999755859375,672.5,660.0,667.75,10251257
2025-02-27,648.5499877929688,665.0,645.6500244140625,662.0,12281857
2025-02-28,620.6500244140625,645.0,618.4500122070312,645.0,20477619
2025-03-03,621.1500244140625,626.8499755859375,606.2999877929688,620.6500244140625,18362700
2025-03-04,619.2000122070312,629.1500244140625,613.0,613.4500122070312,11878225
2025-03-05,640.7999877929688,641.5999755859375,618.5999755859375,619.0,12373061
2025-03-06,639.6500244140625,655.9500122070312,635.5999755859375,653.25,16991501
2025-03-07,648.2999877929688,651.5,635.0,640.0,10123450
2025-03-10,648.1500244140625,654.25,643.3499755859375,648.2999877929688,10309166
2025-03-11,648.0499877929688,651.1500244140625,638.4500122070312,640.0,9534750
2025-03-12,668.2999877929688,671.9000244140625,652.25,654.5,18732785
2025-03-13,655.5,671.8499755859375,649.5999755859375,670.6500244140625,14004345
2025-03-17,661.0499877929688,666.4500122070312,657.4500122070312,665.0499877929688,9174398
2025-03-18,661.0499877929688,661.0499877929688,661.0499877929688,661.0499877929688,0
2025-03-19,682.25,685.75,678.5499877929688,685.4000244140625,9338414
2025-03-20,690.0499877929688,692.7000122070312,679.0,685.0,9712600
2025-03-21,702.9500122070312,705.0,688.5499877929688,693.0,14823483
2025-03-24,713.5,717.5,702.0499877929688,710.0,11671359
2025-03-25,710.2999877929688,723.0499877929688,706.3499755859375,719.0,13617465
2025-03-26,708.25,717.8499755859375,707.0,710.2999877929688,9363180
2025-03-27,668.5499877929688,676.5999755859375,661.0999755859375,668.0,34238666
2025-03-28,674.4500122070312,684.9500122070312,669.2999877929688,671.8499755859375,16013687
2025-04-01,671.8499755859375,681.8499755859375,665.75,670.5499877929688,9594669
2025-04-02,671.9000244140625,675.3499755859375,662.0999755859375,674.9500122070312,8025225
2025-04-03,653.9500122070312,669.0,652.5,660.0,13473832
2025-04-04,613.8499755859375,650.0,610.0,650.0,26621179
2025-04-07,579.75,582.0,535.75,560.5,49463598
2025-04-08,588.8499755859375,606.5999755859375,584.2000122070312,591.2000122070312,20987855
2025-04-09,582.9000244140625,594.9000244140625,581.0499877929688,588.0,17483412
2025-04-11,595.0499877929688,612.7999877929688,591.0,610.0,21055814
2025-04-15,622.2000122070312,628.2999877929688,612.6500244140625,614.0,19722072
2025-04-16,616.0499877929688,625.0,613.5999755859375,625.0,12318376
2025-04-17,621.5499877929688,627.0,608.25,616.0499877929688,14342652
2025-04-21,630.0499877929688,635.75,620.2000122070312,624.5999755859375,12785568
2025-04-22,630.8499755859375,633.9500122070312,626.2000122070312,630.25,10292748
2025-04-23,659.9000244140625,661.5,633.3499755859375,635.9500122070312,23390570
2025-04-24,667.7000122070312,671.0,660.0999755859375,660.0999755859375,11634288
